Food Name,Calories,Protein_g,Carbohydrates_g,taste,Ingredients,prep_time,Instructions,Description,Fat,No_serving
cluster beans cheela,145,6,17,"Salty, Spicy","Cluster Beans, Olive Oil, Cumin, Ginger",Total in 30 M,"Chop Cluster Beans, sauté Cumin and Ginger in Olive Oil, add Cluster Beans, cook until tender, serve warm.","Cluster Beans are low GI and high fiber, supporting diabetes management.",5,1
black bean with ridge gourd,165,6,21,"Salty, Bitter","Black Bean, Ridge Gourd, Olive Oil, Cumin",Total in 35 M,"Soak Black Bean, chop Ridge Gourd, sauté Cumin in Olive Oil, add Beans and Ridge Gourd, cook until soft.",High fiber and low GI combination helps maintain blood sugar.,4,1
black gram with carrot,160,6,18,Salty,"Black Gram, Carrot, Olive Oil, Cumin",Total in 35 M,"Soak Black Gram, chop Carrot, sauté Cumin in Olive Oil, add Black Gram and Carrot, cook until tender.","Black Gram provides protein and fiber, supporting glucose control.",3,1
black rice idli - assamese style,165,6,21,"Salty, Sour","Black Rice, Olive Oil, Cumin, Lemon",Total in 35 M,"Rinse Black Rice, sauté Cumin in Olive Oil, cook Black Rice, squeeze Lemon before serving, serve warm.","Black Rice is low GI, fiber-rich, supporting stable blood sugar.",5,1
Wheat idli - bihari style,160,6,18,Salty,"Wheat, Olive Oil, Cumin, Carrot",Total in 35 M,"Mix Wheat with water, sauté Cumin in Olive Oil, add Carrot, cook batter on skillet, serve warm.","Wheat is a complex carb, promoting slow glucose release.",4,1
cabbage roll,155,6,19,Salty,"Cabbage, Olive Oil, Cumin, Carrot",Total in 30 M,"Chop Cabbage, sauté Cumin in Olive Oil, add Cabbage and Carrot, cook until tender, serve warm.","Cabbage is high fiber, low GI, helping maintain blood sugar.",5,1
buckwheat khichdi - keralite style,140,5,16,Salty,"Buckwheat, Olive Oil, Cumin, Carrot",Total in 35 M,"Rinse Buckwheat, sauté Cumin in Olive Oil, add Carrot, cook Buckwheat until soft, serve warm.","Buckwheat is low GI, high fiber, and protein-rich for diabetics.",4,1
black rice paratha,160,8,18,Salty,"Black Rice, Olive Oil, Cumin, Carrot",Total in 35 M,"Rinse Black Rice, sauté Cumin in Olive Oil, add Carrot, cook until tender, serve warm.","Black Rice is fiber-rich, helping stabilize blood sugar.",3,1
horse gram kofta,150,6,18,"Salty, Spicy","Horse Gram, Olive Oil, Cumin, Ginger",Total in 35 M,"Soak Horse Gram, sauté Cumin and Ginger in Olive Oil, add Horse Gram, cook until soft, serve warm.","Horse Gram is protein-rich, helps in controlling blood sugar.",5,1
besan and spinach pancakes,155,6,19,"Salty, Spicy","Besan, Spinach, Olive Oil, Cumin, Ginger",Total in 30 M,"Mix Besan with water, chop Spinach, sauté Cumin and Ginger in Olive Oil, add Spinach to Besan, cook pancakes.","Besan and Spinach are fiber-rich, low GI, supporting diabetic diet.",4,1
radish little millet bowl,165,6,21,Salty,"Radish, Millet, Olive Oil, Cumin",Total in 30 M,"Chop Radish, rinse Millet, sauté Cumin in Olive Oil, add Radish and Millet, cook until tender.","Radish and Millet help in slow glucose release, good for diabetics.",5,1
brown rice upma,170,7,22,Salty,"Brown Rice, Olive Oil, Cumin, Carrot",Total in 35 M,"Rinse Brown Rice, sauté Cumin in Olive Oil, add Carrot, cook until tender, serve warm.","Brown Rice is low GI, stabilizes blood sugar.",4,1
dalia idli - keralite style,175,6,23,Salty,"Dalia, Olive Oil, Cumin, Carrot",Total in 30 M,"Rinse Dalia, sauté Cumin in Olive Oil, add Carrot, cook Dalia until soft, serve warm.","Dalia is high fiber, low GI, supports glucose control.",3,1
sattu salad,155,6,18,"Salty, Sour","Sattu, Olive Oil, Cumin, Lemon",Total in 25 M,"Mix Sattu with water, sauté Cumin in Olive Oil, combine with Sattu, season with Lemon , serve chilled.","Sattu is high protein, low GI, promotes steady blood sugar.",5,1
Wheat grill,165,6,21,Salty,"Wheat, Olive Oil, Cumin",Total in 30 M,"Mix Wheat with water, sauté Cumin in Olive Oil, prepare batter or dough, cook on skillet until golden, serve warm.",Wheat provides complex carbs for slow glucose release.,4,1
Peas Wheat bowl,175,6,23,"Bitter, Salty","Peas, Dalia, Olive Oil, Cumin",Total in 35 M,"Chop Peas, rinse Dalia, sauté Cumin in Olive Oil, add Peas and Dalia, cook until soft.","Peas and Dalia are high fiber, low GI, suitable for diabetics.",5,1
millet upma - mangalorean,160,7,20,Salty,"Millet, Olive Oil, Cumin, Carrot",Total in 30 M,"Rinse Millet, sauté Cumin in Olive Oil, add Carrot, cook Millet until tender, serve warm.","Millet is low GI and rich in fiber, helping maintain stable blood sugar.",4,1
okra red rice bowl,150,6,18,Salty,"Okra, Red Rice, Olive Oil, Cumin",Total in 35 M,"Chop Okra, rinse Red Rice, sauté Cumin in Olive Oil, cook Okra and Red Rice together, serve warm.",Okra and Red Rice provide fiber and low GI carbs for diabetes.,3,1–2
bottle gourd balls,140,5,15,Salty,"Bottle Gourd, Olive Oil, Cumin",Total in 30 M,"Chop Bottle Gourd, sauté Cumin in Olive Oil, add Bottle Gourd, cook until soft, shape into balls and serve.","Bottle Gourd is low calorie, high fiber, suitable for blood sugar control.",5,1–2
sattu upma,175,7,23,Salty,"Sattu, Olive Oil, Cumin",Total in 25 M,"Mix Sattu with water, sauté Cumin in Olive Oil, cook lightly, season with salt, serve warm.","Sattu is high in protein and fiber, good for stabilizing glucose.",4,                 2–3
moong dal with cluster beans,175,6,22,"Salty, Spicy","Moong Dal, Cluster Beans, Olive Oil, Ginger",Total in 30 M,"Soak Moong Dal, chop Cluster Beans, sauté Ginger in Olive Oil, add Moong Dal and Cluster Beans, cook until tender.","Moong Dal and Cluster Beans provide protein, fiber, and low GI benefits.",5,1
chana dal roti,165,6,21,Salty,"Chana Dal, Wheat, Olive Oil, Cumin",Total in 30 M,"Soak Chana Dal, mix with Wheat, sauté Cumin in Olive Oil, form dough and cook on skillet, serve warm.","Chana Dal is protein-rich and low GI, helping control blood sugar.",4,2
black bean wrap,155,7,19,"Salty, Bitter","Black Bean, Wheat, Olive Oil, Cumin",Total in 35 M,"Soak Black Bean, mix with Wheat, sauté Cumin in Olive Oil, cook dough on skillet, serve warm.","Black Bean provides fiber and protein, aiding glucose stability.",3,3–4
little millet salad bowl,170,7,22,"Salty, Sour","Millet, Olive Oil, Cumin, Lemon",Total in 30 M,"Rinse Millet, sauté Cumin in Olive Oil, cook Millet until tender, add Lemon , serve warm.","Millet is low GI and fiber-rich, supporting diabetic diet.",5,2
kodo millet sabzi,155,6,20,Salty,"Kodo Millet, Olive Oil, Cumin, Carrot",Total in 30 M,"Rinse Kodo Millet, sauté Cumin in Olive Oil, add Carrot, cook Millet until soft, serve warm.","Kodo Millet is high in fiber and low GI, suitable for diabetes.",4,4–6
ragi khichdi - goan style,160,6,18,"Salty, Spicy","Ragi, Olive Oil, Cumin, Ginger",Total in 30 M,"Rinse Ragi, sauté Cumin and Ginger in Olive Oil, cook Ragi until soft, mix well, serve warm.","Ragi is high in calcium, fiber, and protein, supporting glucose control.",5,1
Peas with drumstick leaves,145,6,17,"Salty, Bitter","Peas, Drumstick Leaves, Olive Oil, Cumin",Total in 35 M,"Soak Peas, chop Drumstick Leaves, sauté Cumin in Olive Oil, add Peas and Drumstick Leaves, cook until tender.","Peas and Drumstick Leaves are fiber-rich, aiding blood sugar control.",4,2–3
millet no-oil pancake,175,6,23,Salty,"Millet, Olive Oil, Cumin",Total in 30 M,"Rinse Millet, sauté Cumin in Olive Oil, cook Millet until soft, shape into pancake, serve warm.","Millet is low GI, fiber-rich, suitable for diabetics.",3,1–2
cauliflower and black gram curry,140,5,18,"Salty, Bitter","Cauliflower, Black Gram, Olive Oil, Cumin",Total in 35 M,"Chop Cauliflower, soak Black Gram, sauté Cumin in Olive Oil, add Cauliflower and Black Gram, cook until tender.",High fiber and low GI ingredients help stabilize blood sugar.,5,1
pearl millet cheela,150,7,17,"Salty, Spicy","Pearl Millet, Olive Oil, Cumin, Ginger",Total in 30 M,"Rinse Pearl Millet, sauté Cumin and Ginger in Olive Oil, cook Millet until soft, mix well, serve warm.","Pearl Millet is fiber-rich, protein-rich, and low GI, supporting diabetics.",4,2
toor dal salad,170,6,22,Salty,"Toor Dal, Olive Oil, Cumin",Total in 25 M,"Soak Toor Dal, sauté Cumin in Olive Oil, mix with Toor Dal, add seasonings, serve chilled.","Toor Dal is protein-rich, low GI, helps maintain blood sugar.",5,2
millet pongal - hyderabadi style,160,6,19,Salty,"Millet, Olive Oil, Cumin, Ginger",Total in 30 M,"Rinse Millet, sauté Cumin and Ginger in Olive Oil, cook Millet until tender, mix well, serve warm.","Millet is high fiber, low GI, suitable for diabetics.",4,2–3
pearl millet idli - gujarati style,155,6,20,Salty,"Pearl Millet, Olive Oil, Cumin",Total in 30 M,"Rinse Pearl Millet, sauté Cumin in Olive Oil, cook Pearl Millet until soft, mix and fluff, serve warm.","Pearl Millet helps in steady glucose release, high in fiber.",3,2
toor dal cutlet,165,6,21,"Salty, Spicy","Toor Dal, Olive Oil, Cumin, Ginger",Total in 30 M,"Soak Toor Dal, sauté Cumin and Ginger in Olive Oil, cook Toor Dal until soft, mash lightly, serve warm.","Protein and fiber-rich, stabilizes blood sugar.",5,2
brown rice idli - gujarati style,145,6,18,Salty,"Brown Rice, Olive Oil, Cumin",Total in 30 M,"Rinse Brown Rice, sauté Cumin in Olive Oil, cook Rice until tender, fluff and season, serve warm.","Brown Rice is low GI, promotes stable blood sugar.",4,3–4
mushroom sandwich,175,7,23,Salty,"Mushroom, Olive Oil, Cumin",Total in 25 M,"Slice Mushroom, sauté Cumin in Olive Oil, add Mushrooms and cook, season lightly, serve in sandwich.","Mushrooms are low calorie, high fiber, support diabetes diet.",5,2–3
spinach and Peas curry,170,6,22,"Salty, Bitter","Spinach, Peas, Olive Oil, Cumin",Total in 35 M,"Soak Peas, chop Spinach, sauté Cumin in Olive Oil, add Spinach and Peas, cook until soft.","High fiber and protein, helps control blood sugar.",4,1
amaranth cheela,160,6,19,"Salty, Spicy","Amaranth, Olive Oil, Cumin, Ginger",Total in 25 M,"Mix Amaranth flour with water, sauté Cumin and Ginger in Olive Oil, prepare batter, cook on skillet, serve warm.","Amaranth is protein-rich, low GI, good for glucose stability.",3,3
little millet cutlet,175,7,22,"Salty, Spicy","Millet, Olive Oil, Cumin, Ginger",Total in 30 M,"Rinse Millet, sauté Cumin and Ginger in Olive Oil, cook Millet until soft, form cutlets, serve warm.","Millet is fiber-rich, stabilizes blood sugar.",5,3
black rice balls,160,6,19,Salty,"Black Rice, Olive Oil, Cumin",Total in 30 M,"Rinse Black Rice, sauté Cumin in Olive Oil, cook Black Rice until tender, shape into balls, serve warm.","Black Rice is high in antioxidants and low GI, good for diabetics.",4,3–4
rajgira idli - bengali style,155,6,18,Salty,"Rajgira, Olive Oil, Cumin",Total in 30 M,"Rinse Rajgira, sauté Cumin in Olive Oil, cook Rajgira until soft, form into idlis, serve warm.","Rajgira is low GI, high in protein, supports blood sugar control.",5,2–3
okra and black bean curry,140,5,15,"Salty, Bitter","Okra, Black Bean, Olive Oil, Cumin",Total in 35 M,"Chop Okra, soak Black Bean, sauté Cumin in Olive Oil, add Okra and Black Bean, cook until soft.","Fiber-rich, low GI, helps manage diabetes.",4,2–3
bottle gourd buckwheat bowl,155,6,18,"Salty, Bitter","Bottle Gourd, Buckwheat, Olive Oil, Cumin",Total in 35 M,"Chop Bottle Gourd, rinse Buckwheat, sauté Cumin in Olive Oil, add Bottle Gourd and Buckwheat, cook until soft.",Buckwheat and Bottle Gourd support stable blood sugar.,3,3–4
sorghum porridge,165,6,21,Salty,"Sorghum, Olive Oil, Cumin",Total in 30 M,"Rinse Sorghum, sauté Cumin in Olive Oil, cook Sorghum until soft, mix and serve, serve warm.","Sorghum is low GI and high fiber, good for diabetics.",5,3
Peas grill,155,7,19,"Salty, Spicy","Peas, Olive Oil, Cumin, Ginger",Total in 30 M,"Soak Peas, sauté Cumin and Ginger in Olive Oil, add Peas, cook until soft, serve warm.","Peas are high protein, fiber-rich, stabilize blood sugar.",4,2–3
ragi pulao - punjabi style,160,6,20,"Salty, Spicy","Ragi, Olive Oil, Cumin, Ginger",Total in 30 M,"Rinse Ragi, sauté Cumin and Ginger in Olive Oil, cook Ragi until soft, mix well, serve warm.","Ragi is low GI, rich in calcium and fiber for diabetics.",5,3
brown rice khichdi - punjabi style,150,7,19,Salty,"Brown Rice, Olive Oil, Cumin",Total in 35 M,"Rinse Brown Rice, sauté Cumin in Olive Oil, cook Brown Rice until tender, mix and fluff, serve warm.","Brown Rice is low GI, fiber-rich, helps manage blood sugar.",4,2–3
Wheat pulao - bihari style,135,5,14,"Salty, Bitter","Wheat, Fenugreek Leaves, Olive Oil, Cumin",Total in 30 M,"Mix wheat flour with chopped fenugreek leaves. Sauté cumin seeds in olive oil. Prepare dough, cook lightly on a skillet until golden. Serve warm.","Fenugreek and wheat slow glucose absorption, diabetic-friendly.",3,3
fenugreek leaves and moong dal curry,150,7,18,"Salty, Bitter","Fenugreek Leaves, Moong Dal, Olive Oil, Cumin",Total in 30 M,"Soak moong dal and chop fenugreek leaves. Sauté cumin seeds in olive oil, add dal and leaves, cook until tender. Serve warm.","High protein and fiber, helps maintain steady blood sugar.",5,3
sorghum sandwich,155,6,18,Salty,"Sorghum, Olive Oil, Cumin",Total in 25 M,Rinse sorghum thoroughly. Sauté cumin seeds in olive oil. Cook sorghum until soft. Assemble in a sandwich or serve warm.,"Sorghum is low GI, high fiber, suitable for diabetics.",4,2
oats bowl,160,6,20,Salty,"Oats, Olive Oil, Cumin",Total in 20 M,"Lightly roast oats. Sauté cumin seeds in olive oil, add oats, and cook until tender. Serve warm.","Oats are soluble fiber-rich, stabilize blood sugar.",5,2
ivy gourd upma,145,7,17,"Salty, Bitter","Ivy Gourd, Olive Oil, Cumin",Total in 30 M,Chop ivy gourd. Sauté cumin seeds in olive oil. Add ivy gourd and cook until soft. Serve warm.,"Ivy Gourd lowers blood sugar, high in fiber.",4,2
toor dal with ash gourd,150,7,17,Salty,"Toor Dal, Ash Gourd, Olive Oil, Cumin",Total in 35 M,"Soak toor dal and chop ash gourd. Sauté cumin seeds in olive oil, add dal and ash gourd, and cook until tender. Serve warm.","Fiber and protein-rich, helps stabilize glucose.",3,2
barnyard millet dosa - keralite style,160,6,18,Salty,"Barnyard Millet, Olive Oil, Cumin",Total in 30 M,"Rinse barnyard millet. Sauté cumin seeds in olive oil, cook millet until soft, mix well, and serve warm.","Millet is low GI, high fiber, supports blood sugar control.",5,2–3
dalia upma - maharashtrian style,160,6,19,"Salty, Spicy","Dalia, Olive Oil, Cumin, Ginger",Total in 30 M,"Rinse dalia. Sauté cumin seeds and ginger in olive oil, cook dalia until soft, mix well, and serve warm.","Dalia is high fiber, low GI, ideal for diabetics.",4,2
oats pulao,155,7,19,Salty,"Oats, Olive Oil, Cumin",Total in 25 M,"Rinse oats. Sauté cumin seeds in olive oil, cook oats until soft, fluff, season, and serve warm.","Oats reduce glucose spikes, rich in fiber.",5,3–4
quinoa stir-fry,145,6,16,"Salty, Spicy","Quinoa, Olive Oil, Cumin, Ginger",Total in 25 M,"Rinse quinoa. Sauté cumin seeds and ginger in olive oil, cook quinoa until soft, mix well, and serve warm.","Quinoa is high protein, low GI, diabetes-friendly.",4,3–4
oats idli - gujarati style,155,6,18,Salty,"Oats, Olive Oil, Cumin",Total in 30 M,"Prepare oats batter. Sauté cumin seeds in olive oil, cook on skillet, flip and cook both sides until golden. Serve warm.","Oats are low GI, stabilize blood sugar.",3,2
sattu pongal - rajasthani style,160,6,19,Salty,"Sattu, Olive Oil, Cumin",Total in 25 M,"Mix sattu with water. Sauté cumin seeds in olive oil, cook lightly, stir well, and serve warm.","Sattu is high protein, low GI, helps maintain glucose levels.",5,2–3
sorghum pulao - rajasthani style,165,7,21,Salty,"Sorghum, Olive Oil, Cumin",Total in 30 M,"Rinse sorghum. Sauté cumin seeds in olive oil, cook until tender, mix and serve warm.","Sorghum is fiber-rich, promotes stable blood sugar.",4,2
amaranth pancake,150,6,19,"Salty, Spicy","Amaranth, Olive Oil, Cumin, Ginger",Total in 25 M,"Prepare amaranth batter. Sauté cumin seeds and ginger in olive oil, cook on skillet, flip and cook both sides until golden. Serve warm.","Amaranth is low GI, high protein, good for diabetes.",5,2
jowar khichdi - gujarati style,140,5,15,Salty,"Jowar, Olive Oil, Cumin",Total in 30 M,"Rinse jowar. Sauté cumin seeds in olive oil, cook until soft, mix well, and serve warm.","Jowar is high fiber, low GI, stabilizes blood sugar.",4,2–3
Kidney Beans with brinjal,160,7,19,"Salty, Bitter","Kidney Beans, Brinjal, Olive Oil, Cumin",Total in 35 M,"Soak kidney beans and chop brinjal. Sauté cumin seeds in olive oil, cook beans and brinjal together until tender. Serve warm.","Kidney Beans and Brinjal combination is fiber-rich, slows glucose absorption.",3,2
sorghum wrap,150,6,18,Salty,"Sorghum, Olive Oil, Cumin",Total in 25 M,"Rinse sorghum. Sauté cumin seeds in olive oil, cook until tender, wrap in leaves, and serve warm.","Sorghum is low GI, fiber-rich, helps control blood sugar.",5,2–3
oats idli - chettinad style,155,7,19,Salty,"Oats, Olive Oil, Cumin",Total in 30 M,"Prepare oats batter. Sauté cumin seeds in olive oil, cook on skillet, flip and cook both sides until golden. Serve warm.","Oats are rich in soluble fiber, stabilize blood sugar.",4,2–3
sorghum dhokla,155,6,20,"Salty, Spicy","Sorghum, Olive Oil, Cumin",Total in 30 M,"Rinse sorghum. Sauté cumin seeds in olive oil, cook until soft, pour into mold, and steam until set. Serve warm.","Sorghum is high fiber and low GI, helps maintain blood sugar.",5,2
ivy gourd rajgira bowl,145,6,18,Salty,"Ivy Gourd, Rajgira, Olive Oil, Cumin",Total in 30 M,"Chop ivy gourd. Roast rajgira, mix with olive oil and cumin seeds, cook until soft, and serve warm.","High in fiber and protein, stabilizes glucose.",4,2
kodo millet upma - rajasthani style,155,6,18,Salty,"Kodo Millet, Olive Oil, Cumin",Total in 25 M,"Rinse kodo millet. Sauté cumin seeds in olive oil, cook until tender, mix well, and serve warm.","Kodo Millet is low GI, supports stable blood sugar.",3,2–3
barley pulao - punjabi style,175,7,23,Salty,"Barley, Olive Oil, Cumin",Total in 30 M,"Rinse barley. Sauté cumin seeds in olive oil, cook until soft, mix and fluff, and serve warm.",Barley is fiber-rich and helps regulate glucose levels.,5,2
green gram with spinach,165,6,21,"Salty, Bitter","Green Gram, Spinach, Olive Oil, Cumin",Total in 35 M,"Soak green gram and chop spinach. Sauté cumin seeds in olive oil, cook green gram with spinach until tender, and serve warm.","High protein and fiber, reduces post-meal glucose spikes.",4,2
