Food Name,Calories,Protein_g,Carbohydrates_g,taste,Ingredients,prep_time,Instruction,Description,Fat,No_serving,
Pineapple Chips,128,7,28,"Astringent, Bitter","Pineapple, Salt, Baking Powder, Coconut Oil",Total in 15 Min,"Slice pineapple very thin, pat dry, dust lightly with baking powder and salt, brush with coconut oil, and bake low until crisp.",Pineapple chips; provide beta-carotene for night vision.,8,2,
Pineapple Raita with Greens,250,8,32,"Sweet, Astringent","Yogurt, Pineapple, Cucumber, Mint, Salt, Ghee",Total in 20 Min,"Whisk yogurt with salt, fold in fine-diced pineapple, cucumber, and chopped mint, and chill; finish with a light ghee drizzle if desired.",Pineapple raita with greens; lutein plus probiotics support eye and gut health.,7,3,
Raw Banana Curry,70,7,30,"Astringent, Salty","Raw  Banana, Tamarind, Turmeric, Chili Powder, Salt, Coconut Oil",Total in 25 Min,"Warm coconut oil, stir in turmeric and chili powder, add banana pieces with tamarind water and salt, and simmer until tender.","Banana curry; vitamin A, lutein, and carotenoids protect retinal health.",6,3,
Raw Banana Fry,85,9,32,"Astringent, Salty"," Raw Banana, Curry Leaves, Green Chili, Salt, Coconut Oil",Total in 20 Min,"Heat coconut oil, splutter curry leaves with slit green chili, add banana slices and salt, and fry until edges crisp.",Banana fry; antioxidants and beta-carotene support night vision.,8,3,
Raw Banana Masala,109,8,34,"Astringent, Salty","Raw Banana, Onion, Tomato, Ginger, Garlic, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Salt, Coconut Oil",Total in 30 Min,"Sauté onion, ginger, and garlic in coconut oil, add tomato and dry spices with salt, toss in banana pieces, and cook until coated and tender.",Banana masala; lutein and vitamin C aid macula function.,9,3,
Raw Banana Stew,150,6,28,"Astringent, Bitter"," Raw Banana, Coconut Milk, Turmeric, Salt, Coconut Oil",Total in 20 Min,"Simmer banana in coconut milk with turmeric and salt until just soft, then finish with a few drops of coconut oil.",Banana stew; soft-cooked banana retains carotenoids for eye health.,6,2,
Raw Banana Soup,200,7,30,"Astringent, Bitter"," Raw Banana, Salt, Pepper, Coconut Oil",Total in 25 Min,"Sauté banana in coconut oil, add hot water, simmer and mash smooth, then season with salt and pepper.",Banana soup; beta-carotene and antioxidants support retinal function.,7,2,
Raw Banana Rasam,50,7,32,"Sweet, Astringent","Raw Banana, Tamarind, Green Chili, Curry Leaves, Salt, Coconut Oil",Total in 25 Min,"Boil thin tamarind water with salt, temper coconut oil with curry leaves and green chili, add banana pieces, and simmer briefly.",Banana rasam; vitamin A and antioxidants maintain macula health.,8,2,
Raw Banana Raita,100,8,36,"Astringent, Salty"," Raw Banana, Yogurt, Salt, Curry Leaves, Green Chili, Ghee",Total in 20 Min,"Whisk yogurt with salt, fold in banana pieces, temper ghee with curry leaves and green chili, and pour over.",Banana raita; lutein and probiotics support eye and gut health.,9,2,
Raw Banana Poriyal,150,7,34,"Astringent, Salty","Raw Banana, Grated Coconut, Mustard Seeds, Green Chili, Salt, Coconut Oil",Total in 20 Min,"Heat coconut oil, splutter mustard seeds, add green chili and banana with salt, toss in grated coconut, and cook 2?3 minutes.",Banana poriyal; stir-fried banana retains carotenoids for retinal protection.,7,2,
Raw Banana Thoran,120,5,20,"Astringent, Salty","Raw Banana, Grated Coconut, Green Chili, Curry Leaves, Salt, Coconut Oil",Total in 20 Min,"Warm coconut oil, sauté green chili and curry leaves, add banana and salt, then finish with grated coconut.",Banana thoran; antioxidants and lutein support macula.,4,2,
Raw Banana Thoran with Coconut,180,6,26,"Astringent, Bitter","Raw Banana, Mustard Seeds, Fenugreek, Red Chili Powder, Salt, Coconut Oil",Total in 25 Min,"Heat coconut oil, splutter mustard seeds and fenugreek, add raw banana with red chili powder and salt, and sauté until tender.",Banana thoran with coconut; carotenoids plus healthy fats protect vision.,5,2,
Raw Banana Pickle,100,6,28,"Astringent, Salty","Raw Banana, Rice, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Salt, Ghee",Total in 20 Min,"Heat ghee, bloom spice powders briefly, add raw banana and salt, sauté until coated, and serve alongside hot rice.",Banana pickle; vitamin C and antioxidants aid retinal health.,5,2,
Raw Banana Biryani,150,5,18,"Astringent, Salty","Raw Banana, Rice, Pineapple, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Salt, Ghee",Total in 20 Min,"Parboil rice, sauté raw banana and pineapple in ghee with the spice powders and salt, layer with rice, and steam on dum.",Banana biryani; lutein and carotenoids support eye health.,6,2,
Raw Banana Pulao,200,9,28,"Astringent, Salty","Raw Banana, Rice, Lentils, Turmeric, Salt, Ghee",Total in 25 Min,"Cook rice and lentils with turmeric and salt, melt ghee, toss in banana pieces, and fold through the rice.",Banana pulao; antioxidants and vitamin A support vision.,6,3,
Raw Banana Khichdi,150,8,32,"Salty, Astringent","Raw Banana, Semolina, Green Chili, Ginger, Salt, Ghee",Total in 20 Min,"Dry-roast semolina in ghee, sauté ginger and green chili, add banana, hot water, and salt, and stir to soft khichdi.",Banana khichdi; fiber and carotenoids promote retinal function.,9,3,
Raw Banana Upma,120,6,24,"Salty, Astringent","Raw Banana, Rice Flour, Urad Dal, Fenugreek, Salt, Ghee",Total in 15 Min,"Temper ghee with urad dal and fenugreek, add banana and water, rain in rice flour with salt, and stir to an upma.",Banana upma; lutein-rich breakfast supports macula.,5,3,
Raw Banana Dosa,50,8,42,"Sweet, Astringent","Raw Banana, Rice Flour, Salt, Ghee",Total in 20 Min,"Blend boiled raw banana with water, mix in rice flour and salt to a pourable batter, and cook dosas with ghee.",Banana dosa; beta-carotene helps prevent night blindness.,8,4,
Raw Banana Idli,100,7,36,"Astringent, Salty","Wheat Flour, Raw Banana, Salt,Ghee",Total in 20 Min,"Mix grated raw banana, wheat flour, salt, and water to a thick batter, grease molds with ghee, and steam as idlis.",Banana idli; preserves carotenoids and lutein for eye protection.,6,2,
Raw Banana Paratha,49,9,36,"Astringent, Salty","Wheat Flour, Raw Banana, Salt, Ghee",Total in 20 Min,"Knead wheat flour with salt and water, stuff with mashed boiled raw banana, roll gently, and cook with ghee.",Banana paratha; lutein and fiber support macula and gut health.,8,3,
Raw Banana Pakora,128,7,32,"Astringent, Salty","Raw Banana, Gram Flour, Green Chili, Salt, Coconut Oil",Total in 25 Min,"Make a gram-flour batter with chopped green chili and salt, dip banana slices, and fry in hot coconut oil until golden.",Banana pakora; antioxidants maintain retinal health.,6,4,
Raw Banana Cutlet,250,8,24,"Astringent, Salty","Raw Banana, Bread Crumbs, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Salt, Coconut Oil",Total in 25 Min,"Boil and mash raw banana, mix in spices, bread crumbs, and salt, shape cutlets, and shallow-fry in coconut oil.",Banana cutlet; carotenoids and vitamin C support vision.,7,3,
Raw Banana Tikki,70,10,34,"Astringent, Bitter","Raw Banana, Gram Flour, Green Chili, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Salt, Coconut Oil",Total in 20 Min,"Bind mashed raw banana with gram flour, spices, and salt, shape tikkis, and pan-sear in coconut oil until crisp.",Banana tikki; lutein helps protect macula.,6,3,
Raw Banana Kebab,85,6,30,"Astringent, Bitter","Raw Banana, Yogurt, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Salt, Olive Oil",Total in 25 Min,"Marinate banana pieces in yogurt with the spice powders and salt, skewer, brush olive oil, and grill until lightly charred.",Banana kebab; antioxidants reduce oxidative stress in retinal cells.,5,2,
,,,,,,,,,,,
Raw Banana Grilled,150,8,42,"Astringent, Bitter","Raw Banana, Salt, Lemon Juice, Olive Oil",Total in 25 Min,"Brush banana slices with olive oil, lemon juice, and salt, and grill on high until lightly charred.",Banana grilled; carotenoids support retinal function.,8,3,
Raw Banana Baked,200,5,20,"Sweet, Astringent","Raw Banana, Baking Powder, Salt, Olive Oil",Total in 25 Min,"Toss banana slices with baking powder, salt, and olive oil, and bake at 200°C until browned.",Banana baked; retains lutein and beta-carotene.,1,2,
Raw Banana Roast,50,6,24,"Sweet, Astringent","Raw Banana, Salt, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total in 30 Min,"Coat banana wedges with olive oil, salt, and the spice powders, and roast at high heat until crisp-edged.",Banana roast; antioxidants support eye health.,5,2,
Raw Banana Stuffed Paratha,100,7,26,Sweet," Wheat Flour, Raw Banana, Salt,  Ghee",Total in 20 Min,"Stuff wheat dough with mashed salted raw banana, roll carefully, and cook on a ghee-brushed tawa.",Banana stuffed paratha; lutein and fiber promote macula and gut health.,6,2,
Raw Banana Sandwich,150,5,20,Sweet," Wheat Bread, Banana, Lettuce, Tomato, Salt, Olive Oil",Total in 15 Min,"Layer bread with banana slices, lettuce, tomato, a pinch of salt, and a drizzle of olive oil, and press-toast.",Banana sandwich; antioxidants and carotenoids protect eyes.,5,2,
Raw Banana Salad,120,6,22,"Sweet, Astringent"," Raw Banana, Lettuce, Carrot, Cucumber, Salt, Olive Oil",Total in 20 Min,"Steam raw banana until just tender, cool and cube, toss with lettuce, carrot, cucumber, salt, and olive oil.",Banana salad; lutein and vitamin C maintain retinal health.,6,2,
Raw Banana Smoothie,180,7,28,"Salty, Astringent"," Raw Banana, Yogurt, Honey, Milk, Salt",Total in 20 Min,"Blend boiled raw banana with yogurt, honey, milk, and a small pinch of salt until smooth and cold.",Banana smoothie; lutein and antioxidants support macula.,7,2,
Raw Banana Milkshake,100,8,30,"Astringent, Salty"," Raw Banana, Milk, Sugar, Cardamom, Salt",Total in 25 Min,"Blend boiled raw banana with cold milk, sugar, cardamom, and a pinch of salt until frothy.",Banana milkshake; carotenoids plus calcium support eye and bone health.,8,2,
Raw Banana Chutney,150,8,32,"Astringent, Bitter","Raw Banana, Green Chili, Tamarind, Salt, Coconut Oil",Total in 30 Min,"Boil raw banana until soft, grind with green chili, tamarind, and salt, then stir in a spoon of hot coconut oil.",Banana chutney; antioxidants protect retinal cells.,9,3,
Raw Banana Sundal,200,5,18,"Salty, Astringent","Raw Banana, Chickpeas, Coconut, Salt, Coconut Oil",Total in 20 Min,"Toss boiled chickpeas with cubed boiled raw banana, grated coconut, salt, and a drizzle of coconut oil; warm briefly.",Banana sundal; protein and lutein support vision.,6,2,
Raw Banana Kofta,150,5,20,"Salty, Astringent"," Raw Banana, Gram Flour, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Salt, Coconut Oil",Total in 25 Min,"Mash boiled raw banana with gram flour, spices, and salt, form koftas, and shallow-fry in coconut oil.",Banana kofta; antioxidants maintain retinal function.,5,2,
Raw Banana Kadhi,120,6,18,"Salty, Astringent"," Raw Banana, Tamarind, Turmeric, Salt, Coconut Oil",Total in 25 Min,"Simmer tamarind water with turmeric and salt, add raw banana pieces, and finish with a spoon of coconut oil.",Banana kadhi; probiotics and antioxidants support macula.,4,2,
Raw Banana Pongal,50,4,28,"Salty, Astringent"," Raw Banana, Rice, Lentils, Turmeric, Salt, Ghee",Total in 20 Min,"Cook rice and lentils with turmeric and salt to soft, stir in ghee and banana pieces, and rest covered.",Banana pongal; lutein helps maintain healthy vision.,7,2,
Raw Banana Uttapam,100,5,32,"Salty, Astringent"," Raw Banana, Rice, Yogurt, Green Chili, Salt, Ghee",Total in 30 Min,"Grind rice with yogurt and raw banana to a thick batter, salt it, ladle, top with green chili, and cook with ghee.",Banana uttapam; beta-carotene prevents night blindness.,8,3,
Raw Banana Handvo,49,6,30,Sweet," Raw Banana, Gram Flour, Green Chili, Salt, Ghee",Total in 25 Min,"Whisk gram flour with grated raw banana, chopped green chili, salt, and water, pour into a ghee?greased pan, and bake until set.",Banana handvo; antioxidants protect retinal cells.,7,3,
Raw Banana Dhokla,128,5,18,"Salty, Astringent","Raw Banana, Gram Flour, Yogurt, Salt, Baking Soda, Coconut Oil",Total in 15 Min,"Whisk gram flour, yogurt, grated raw banana, salt, and a pinch of baking soda to a light batter, steam, and brush with coconut oil.",Banana dhokla; retains lutein and beta-carotene.,4,2,
Raw Banana Usili,250,4,28,"Salty, Astringent","Raw Banana, Chickpeas, Green Chili, Salt, Coconut Oil",Total in 15 Min,"Crumble cooked chickpeas in coconut oil with green chili and salt, add small raw banana cubes, and toss dry.",Banana usili; protein and antioxidants support eye health.,7,2,
Raw Banana Adai,70,5,32,"Sweet, Astringent"," Raw Banana, Lentil Batter, Green Chili, Curry Leaves, Salt, Coconut Oil",Total in 15 Min,"Stir raw banana into a seasoned lentil batter with green chili, curry leaves, and salt, and cook adai with coconut oil.",Banana adai; lutein-rich for vision support.,8,3,
Raw Banana Puttu,85,5,32,"Astringent, Bitter"," Raw Banana, Rice Flour, Coconut, Salt, Ghee",Total in 20 Min,"Layer damp rice flour with grated coconut and sliced raw banana, sprinkle salt, steam, and finish with ghee.",Banana puttu; beta-carotene supports night vision.,8,3,
Raw Banana Pesarattu,109,4,20,"Astringent, Bitter","Raw Banana, Green Gram, Ginger, Green Chili, Salt, Ghee",Total in 25 Min,"Grind soaked green gram with ginger and green chili, salt, spread on a ghee?hot tawa, top with thin banana slivers, and cook.",Banana pesarattu; antioxidants reduce retinal damage.,7,2,
Raw Banana Pulao with Greens,150,8,40,"Bitter, Astringent","Raw Banana, Rice, Spinach, Peas, Turmeric, Salt, Ghee",Total in 20 Min,"Cook rice with turmeric and salt, sauté spinach and peas in ghee, add banana, and fold into the rice.",Banana pulao with greens; lutein and vitamin A support macula.,10,3,
Raw Banana Steamed,200,7,38,"Astringent, Bitter"," Raw Banana, Salt",Total in 30 Min,"Steam whole raw banana until tender, peel, slice, and sprinkle salt.",Banana steamed; preserves maximum antioxidants for eyes.,9,3,
Raw Banana Pan-fried,50,9,36,"Sweet, Astringent","Raw Banana, Olive Oil, Salt, Pepper",Total in 20 Min,"Pan-fry banana slices in olive oil until golden, season with salt and pepper, and serve hot.",Banana pan-fried; retains lutein and beta-carotene.,8,3,
Raw Banana Stir Fry,100,7,32,Sweet,"Raw Banana, Bell Pepper, Onion, Garlic, Olive Oil, Salt",Total in 25 Min,"Stir-fry raw banana with bell pepper, onion, and minced garlic in olive oil, and season with salt.",Banana stir fry; maintains carotenoids for vision health.,6,2,
Raw Banana Smoked,150,6,30,Sweet,"Raw Banana, Smoke Essence, Salt, Olive Oil",Total in 25 Min,"Brush banana slices with olive oil, grill or pan?char, dome briefly with smoke essence, and finish with salt.",Banana smoked; antioxidants help protect retinal cells.,5,2,
Raw Banana Marinated,120,7,28,"Astringent, Bitter"," Raw Banana, Lemon Juice, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total in 20 Min,"Slice raw banana, toss with lemon juice, turmeric, red chili, coriander, cumin, garam masala, salt, and olive oil; rest 15 minutes, then pan-sear or bake until edges color.",Marinated bananas provide vitamin A and antioxidants that help protect retinal cells and support low-light vision.,8,2,
Raw Banana Stuffed,180,8,32,"Astringent, Bitter","Raw Banana, Wheat Flour, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Salt, Ghee",Total in 20 Min,"Mash boiled raw banana with turmeric, red chili, coriander, cumin, garam masala, and salt; stuff into wheat dough, roll, and cook on a ghee-brushed tawa.","Stuffed bananas are rich in lutein and vitamin C, supporting lens health and reducing oxidative stress in the eyes.",7,3,
Raw Banana Rolls,100,7,30,"Sweet, Astringent","Raw Banana, Wheat Flour, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Salt, Olive Oil",Total in 20 Min,"Cook a spiced raw-banana filling with turmeric, red chili, coriander, cumin, garam masala, and salt; spread on wheat rotis, roll tight, and toast with olive oil.","Banana rolls deliver beta-carotene and potassium, promoting retinal function and eye hydration.",6,3,
